id,title,author,text,label
859,"Viral on Nepal social media, ‘home remedy’ for boosting blood oxygen levels is unfounded"," Deepak Adhikari
","As the second wave of the Covid-19 pandemic rages in Nepal, people have been sharing various kinds of information related to the disease including some supposed home remedies on social media platforms. One such social media post accompanied by a picture suggesting a traditional remedy for low blood oxygen levels has been widely shared on Twitter andFacebook.The post reads as follows: “Take three-four cubes of camphor, three-four cloves, a teaspoon of carom seeds and two-three drops of eucalyptus oil, wrap up the mixture in a piece of soft cotton cloth and sniff it from time to time. [Every time] after sniffing, put the pouch back into a Ziploc bag. If Eucalyptus oil is not available, you can do without it.”On April 26, Rama Singh, a former news anchor of the state-run Nepal Television, shared a picture along with the message on her Facebook page. Facebook users have thanked Singh for the information. One user also shared a Hindi-language video clip with instructions for preparing and using the remedy. Singh’s post has received 30 responses and more than 4,000 shares on Facebook. The post along the picture has been shared here and here on Twitter and here and here on Facebook. The post had gone viral in India. In Nepal, it appears that many social media users have shared Singh’s post.South Asia Check found the supposed remedy is misleading and baseless.According to Prakash Gyawali, a doctor of traditional Ayurveda medicine, although camphor, cloves and carom seeds are natural ingredients used in traditional remedies, the claim that their use boosts blood oxygen levels in humans is unfounded. “The Ayurveda hasn’t described these items as medicines. In order for something to be an Ayurvedic medicine, it has to be mentioned in the related literature,” Gyawali tells South Asia Check.Camphor helps open the nose in case of cold while cloves dry the phlegm, Gyawali says. “Carom seed is also mixed in various medicines. If you have chest problems, it is used because of its expectorant or drying properties,” he says.A mix of eucalyptus oil and herbs can be used to relieve cough symptoms, according to him. “It can be used as a nasal decongestant. It makes it easier to breathe, but there is no evidence that it raises oxygen levels,” he says.Dr Pushpa Mani Kharal, the medical superintendent at Mulpani Municipal Hospital in Kathmandu, says there is no evidence that using the herbs would increase the blood oxygen level. “To increase the oxygen level, your lungs have to be healthy. Or oxygen should be given artificially,” Kharal tells South Asia Check.“There are other ways such as lying in a prone position (sleeping on your knees and belly), deep breathing, etc. These exercises can make breathing easier,” he says.Also, we did an extensive search on Google, but could not find any reliable information to support the claim that the aforementioned mixture boosts blood oxygen levels. You can read about the benefits of camphor and clove on WebMD, a US-based publisher of health-related information.Based on the statements of the two doctors and other references, the widely shared claim that the use of a mix of camphor, clove, carom seeds and eucalyptus oil increases the oxygen level is misleading and baseless.

",1
860,"Defying court order, Kathmandu police arrest 2 journalists for publishing fake news",online khabar,"A team deployed from the Metropolitan Police Range in Kathmandu has arrested two journalists on the charge of publishing a fake news item.Nepal’s press freedom law does not allow the police to arrest a journalist in relation to their journalistic works. Rather, the offences should be dealt with by Press Council Nepal.Owing to the same, the Patan High Court last week ordered the police not to arrest any journalist in connection with any news item they produce.However, the law enforcers went to the office of Ujyaalo Network and arrested its executive editor Anish Tamang and general manager DL Tamang (Prabhat) on Sunday afternoon.SSP Ashok Singh, the chief of the range, says they would be accused of cybercrime, forgery and crime against the state for further investigation.Some days ago, the website had published a news report claiming Prime Minister KP Sharma Oli had signed an agreement with Samanta Kumar Goel, who had visited him in October 2020. Later, the report was proved to be false, and the publisher had apologised.

",1
861,Old photos of foreign fires being circulated as Nepal wildfire photos,Sanjog Shiwakoti,"Nepal’s major cities including Kathmandu and Pokhara are blanketed by the smoke from the raging wildfires across the country over the last few days. In the absence of strong winds, the smog remains suspended over the Nepali sky. On March 26, Kathmandu was ranked the world’s most polluted city, by IQAir, a Swiss air quality technology company. The severe air pollution has forced the government to close schools in many districts including the capital, Kathmandu, for four days. Flights to and from Kathmandu and other airports have been suspended or diverted due to poor visibility.Social media users have taken to Twitter and Facebook to draw the world’s attention to the disaster. On March 31, the #PrayforNepal hashtag trended on Twitter. Social media users have shared various pictures of the wildfires. The photos have been shared here, here on Twitter and here, here on Facebook. But we found that some of these photos are misleading. They were from other countries.South Asia Check has fact-checked four of the photos circulating on social media.So, it is now clear that the social media users shared misleading photos of wildfires from the US, Canada and Indonesia portraying them as Nepal’s photos.",1
862,Old photo photoshopped to show Indian flag in February 10 demonstration,online khabar,"On February 10, a faction of the Nepal Communist Party (NCP) led by Pushpa Kamal Dahal and Madhav Kumar Nepal organised a demonstration in Kathmandu against the dissolution of the House of Representatives.The demonstration got a lot of coverage, both on mainstream media and social media. Among the photos, one photo went viral. The photo shows an Indian flag among the NCP party flags held by demonstrators. Some online news outlets also published reports claiming that the Indian flag was also used in the demonstration.South Asia Check examined the photo and the claim.Janata Times Online published a news report headlined ‘Indian flag in demonstration led by Prachanda-Madhav, anti-Nepal scheme exposed’. But the outlet later corrected the news and changed its headline as “Indian flag in demonstration led by Prachanda-Madhav!”.The outlet apologised saying it got misled and also published the original photo, which does not contain the Indian flag.Similarly, Chakrapath Online published a report with the photo under the headline: ‘Indian flag used in demonstration organised by Prachanda-Madhav!’A Twitter handle called @iambishalbhatta tweeted the photo along with this text: “In the demonstration organized by the Prachanda-Madhav faction in Kathmandu, someone was found waving Indian flag and chanting slogans against Prime Minister KP Oli.”The photo has been retweeted 61 times.  Similarly, the photo with the same text shared by Bishal Bhatta on Facebook has been shared 161 times.The photo shared by Twitter handle @khadga_acharya has been retweeted 13 times.Similarly, Ganesh Basnet shared a  link of Janata Times news on Facebook. His post has been shared 652 times. Many users have also shared the photo on a public Facebook group called Nepal Communist Party (NCP).Fact check: South Asia Check ran a ‘reverse image search’ of the photo and found that the original photo was published almost a month and a half ago by the Nepali-language daily Annapurna Post on its website along with a report of the December 29, 2020 protest rally organized by the Dahal-Nepal faction of the Nepal Communist Party.The photo does not contain the Indian flag. It was published under the headline ‘NCP’s protest against the dissolution of parliament (photo feature)’.The photos are credited to Uma Bista and Sunita Dangol. So we have concluded that the photo shared February 10 was photoshopped to mislead viewers.

",1
863,‘Red mercury’ claims on social media just a hoax,online khabar,"Over the past few days, social media users in Nepal have posted photos and statuses along with claims that old TV and radio sets that purportedly contain a substance called “re d mercury” would fetch fortunes.“Old TV and radio sets contain red mercury, which costs tens of millions of rupees a gram. Check it out on YouTube,” read Facebook user Mayur Shrestha’s post.Commenting on a Twitter thread, Sadiksha Karki wrote, “Philips (a Dutch multinational company) is itself looking for the substance. Because the substance used in the radio is rare, a team from Germany is visiting Nepal and India (in search of it).”On Facebook posts, most users have responded to the offer claiming they have it. While some users have asked those claiming to possess the substance to inbox [send private messages on social media] their contact details.What is “red mercury”?Contrary to what is being portrayed on social media platforms, red mercury is not a hidden treasure but a source of countless rumours and myths that have persisted for decades. Though it is shrouded in mystery, with its existence unproven yet, the myths around it have thrived since the Cold War. In a 2019 article, the BBC said adverts and video offering “red mercury” for sale were found online. In 2015, The New York Times Magazine published a long-form report by war correspondent CJ Chivers with the headline: The Doomsday Scam. The New York Times’ story details how the ISIS fighters embarked on the quest to find red mercury.What can be deduced from these articles is that con artists in several countries have used this dubious substance to swindle the unsuspecting public. In 2007, scientific journal Science Direct published a research paper titled ‘Analysis of an Object Assumed to Contain Red Mercury’. The study also found no red mercury in the samples the researchers had collected.According to the UK-based risk assessment and intelligence firm S-RM, red mercury is not thought to exist outside of conspiracy theories, though US physicist Samuel Cohen had claimed it existed. Mercury is a substance used to make nuclear weapons. This substance, like lead, can hold a large amount of heat. It is also used for medicinal purposes.In India since September, rumours about red mercury have been spreading through social media platforms and YouTube channels. Claims that it was worth tens of thousands of rupees went viral on Hindi-language websites and digital platforms. India’s fact-checking website Factly has debunked the rumour.In Nepal, people have shared photos and text about red mercury on a Facebook group called ‘Nepali Purano Paisa’ which has more than 57,000 users. The Facebook group shares posts about old coins and banknotes. Users have posted photos of a small bottle with red liquid. Various users have said that they have it or are willing to buy it.We spoke to Basant Giri, a scientist at Kathmandu Institute of Applied Sciences about this. “It looks like a hoax circulating around for decades across the globe,” he told South Asia Check. “There’s no such chemical or material called red mercury.” He said the red-coloured liquid may just be “red dye” or some mercury compound which does not have a “special” price as such. “Rather, most of the mercury compounds are toxic,” he said. “The old electronic devices contain some heavy metals such as lead and others. The heavy metals, which are toxic, can be recycled, but are not precious,” he said.

",1
864,"When there are many ‘experts’ spreading unverified information, everyone has to protect themselves from infodemic",online khabar,"On September 7, Kathmandu police arrested Subas Subba Limbu on the charge of accusing doctors involved in the treatment of Covid-19 patients of removing organs of Covid-19 victims. He was one among several self-claimed ‘experts’ who were busy giving interviews to YouTube channels about the coronavirus and Covid-19.The presence of such experts on YouTube and other social media platforms have turned this pandemic into an infodemic. There are many people around you who are claiming that Covid-19 is not a pandemic at all, this is just a scam run by the medical corporate mafia including the WHO. There are many conspiracy theories alike such as the one claimed by Limbu.As per the Nepal Twitter Users Survey conducted by the Centre for Media Research-Nepal in November last year, 95% of Nepali internet users are exposed to disinformation. Apparently, the flow of such unverified information and false information has increased amidst the pandemic.However, controlling this flow is next to impossible. There come questions of freedom of expression and speech. In today’s world, no one can stop anyone from expressing their opinions as at the heart of democracy lies the freedom of speech. Neither can police or concerned authorities arrest or take legal actions on hundreds of them.So, how can the confused mass look at the issue? Experts of different fields suggest the public, the media, and the government have their own shares of responsibilities.Kundan Aryal, a media educator at Central Department of Journalism and Mass Communication in Tribhuvan University, thinks the government cannot control such activities, but the mainstream media have to be responsible to ensure the free flow of right information.“From the lens of freedom of speech, we do not look too much into the role of the government. rather we look for the role of the media. It is their responsibility to not confuse the public or mislead them.”For Aryal, this problem is also related to the idea of media literacy. In many countries where the rate of media literacy is high, audience members themselves critically judge what and how much to believe and what and how much not, and filter the contents of the media. However, this is not the case here.Aryal believes that each individual has their own filter by which they verify or evaluate the media contents by using their knowledge, wisdom, and experience. The major basis for their verification can be by questioning the credibility of the media via which such contents are coming.Likewise, journalist Shree Ram Paudel, also another faculty member of the department, shares, “While consuming any type of media content, the audience needs to be aware and have the capacity to filter them. Media literacy plays a great part here.”Further, he explains, “If we see this from a practical approach, there are two types of news, one that should be given to the public by finding them, and the other type of information is generally searched by the public themselves. During the period of the pandemic, both types should be considered. And, For those who cannot critically filter or are not media literate, the government should be responsible to provide the truthful information.”But, before the government, it is the ‘mainstream’ media’s responsibility to provide truthful information to the people as the rate of media literacy is very low in Nepal, Aryal suggests.
To be precise, what mainstream media can do in this case is that they need to inform the people that some misleading contents are also being circulated around them and making them aware of why it is misleading. The media should help their audiences judge the media contents, according to him.Aryal says the mainstream media should come forward to include controversial issues to clear doubts among the public. Noting that there are many issues that the mainstream media do not talk about, but social media users including YouTube channels are exaggerating, he says the mainstream media also need to conduct “full-fledged discussions” on such conflicting and confusing issues and make people aware.Likewise, Paudel says the communicators, who create contents, should also be responsible, “You yourself should be responsible while using your right to freedom of expression. Everyone as a citizen has the right to speak in the matter of public concern. However, if the matter is technical, it is always better that technicians or experts in that sector speak, but the experts should update their knowledge regularly.”Paudel advises further, “They need to present their ideas with sufficient reasoning and facts. Experts should put forward their views, being truthful and with a lot of reasoning. They also need to consider the seriousness of the situation, for example during this pandemic.”Regarding the role of mainstream media, Aryal and Paudel have slightly different views. Aryal thinks the mainstream media have an opportunity to prove why there still exists the significance of a media organisation in our society even when there are social media and other forms of new media. But, Paudel also thinks the pandemic might have crippled the efficiency of the “mainstream” media also.“It is no secret that there has been a huge economic impact on the media industry due to this pandemic that has forced them to limit the human resources and the area of the reporting.”But, Aryal believes when and where responsible and authentic media outlets come forward actively, there will be no place for false, confusing and misleading contents.Aryal predicts that there could emerge chaos if there comes a situation in which people start believing each and every content given to them by any media.Corroborating with Aryal, retired Nepal Police DIG Hemanta Malla Thakuri also thinks the dominance of misinformation could also be a security threat in the future.“The concept of security threat is way beyond what we generally understand. Generally, we take protests, robberies, fights, and these things as a security threat. There exists many security threats such as medical or health security threats, environmental security threats, and many more.”As a possible solution to this issue, Thakuri suggests that the government should take the lead and give easy and truthful information to the public, repeatedly on a daily basis so that the general public has a clear view of this.Paudel also shares a similar opinion regarding the role of government in this issue, also criticising the government for failing to play this role. He puts forward, “Rather than giving priority to the pandemic, the engagement of the government is mostly seen within the ruling party’s internal conflicts. The density of the flow of information by the government (as it just gives an update every 24 hours) is not enough to actually clear all the doubts and confusions.”Additionally, he recommends, “In this situation where the public is so confused, concerned authorities that include the Ministry of the Health and Population and other mechanisms under this ministry, should come to the frontline and clarify repeatedly on a regular basis.”Why keeping people safe from false information and rumours is importantIn the world of social media where a way to control the flow of information is rare, except self-censorship, the flooding of multiple views on one particular issue is not strange.According to psychologist Basu Acharya, the flooding of misinformation or disinformation is bound to arouse irritation and anger among the confused public. This may also induce a serious mental problem called acute stress disorder, leading to trauma.Acharya asks those who are speaking or making claims on such sensitive matters without even calculating the impacts of their views on the general public to be mindful of what they are sharing. But, he implies, it is the public’s, the consumers’ responsibility, to protect themselves from any disaster.

",1
865,‘Naturopath’ who accused docs of removing organs from Covid-19 victims arrested,online khabar,"Police in Kathmandu have arrested a man on the charge of accusing doctors involved in the treatment of Covid-19 patients of removing organs of Covid-19 victims.The arrestee has been identified as Subas Subba Limbu, who claimed himself to be a naturopath and gave interviews to various YouTube channels.A team deployed from the Metropolitan Crime Division arrested Limbu on the charge of spreading false information on Monday morning. The division’s chief SSP Deepak Kumar Thapa says he was arrested at an Ayurved clinic located at Dholahity of Lalitpur.A team deployed from the Metropolitan Police Circle, Satdobato, had also arrested him a few days ago.In various YouTube interviews, Subba had claimed bodies of the patients dying of  Covid-19 are not given to the families, neither are sent for an autopsy because the doctors remove various organs from them. The police say publishing this claim amounts to a crime because the claim has not been proven by any evidence.

",1
866,Cable operators restart broadcasting Indian news channels except four,online khabar,"Cable operators of Kathmandu have decided to resume broadcasting Indian news channels that they had blocked last week. However, they say four of the news channels will still remain blocked until the next decision.A meeting of the operators held on Sunday decided to continue blocking Zee News, Aaj Tak, India TV, and ABP News only, according to Dish Home Managing Director Supeep Acharya.Owing to the channels’ baseless reporting of Nepal’s decision to issue the country’s new political map and Chinese Ambassador’s engagements  with political leaders here, the cable operators had decided to block their broadcasting owing to the public pressure.The government did not take any decision about blocking the channels but thanked the cable operators for their decision.

",1
867,‘TU psychologist’ makes several false claims in popular YouTube interview,online khabar,"The YouTube channel of Himal Online TV on April 14, 2020, uploaded an interview with Nabin Joshi, referred to as a psychologist in a video entitled “Pahilo Patak Bistrit Khulasa, Jannuhos Adrisya Khel, K Ho Bastabikta?” [Detailed revelation for the first time, know about the hidden game and the reality]. The video is trending in Nepal and is currently trending as number 11 on Youtube. It has already been viewed more than 180,600 times until Tuesday afternoon.In the interview, Nabin Joshi speaks in length about COVID-19 and makes several claims. The interviewer hasn’t provided information about Joshi other than that he is a psychologist. According to Joshi’s Facebook page, he has a master’s degree in counseling psychology from Tribhuvan University (TU). Many people have also reacted to the video that Joshi shared on Facebook.South Asia Check has examined eight of his claims.First claim:“About 25,000 to 56,000 people die each year from influenza-like illness. These deaths occur due to season change.”A report published by the World Health Organization (WHO), on December 14, 2017, states: “Up to 650,000 deaths annually are associated with respiratory diseases from seasonal influenza, according to new estimates by the United States Centers for Disease Control and Prevention (CDC), the World Health Organization and global health partners.”Similarly, a report last reviewed on January 8, 2020, by the CDC has estimated that 34,200 people died during the 2018-2019 influenza season.On the basis of these facts, Joshi’s claim is false.Second claim:“According to an Italian government website, among the people whose deaths were associated with the coronavirus, 48.5% died from other three illnesses. 25.6% died from two other illnesses, and 25.1% of people died from 1 other illness. These other illnesses included heart disease, diabetes, hypertension, and pneumonia. Among the dead, some people already had two illnesses, some already had three or more and some had only one. This report says when their swabs were tested using real-time PCR test kits that showed false positive for coronavirus. However, it says the cause of the deaths were other illnesses. It says 0.8 percent of the dead had no other illnesses and this means influenza or seasonal flu was responsible for 0.8% deaths.”The graph Joshi showed was taken from Bloomberg News and Bloomberg had analyzed the graphs prepared from Italy National Health Institute’s report. The analysis presented by Joshi in the video contradicts the analysis prepared by Bloomberg just below the graph. The Bloomberg analysis states, “The Rome-based institute has examined medical records of about 18% of the country’s coronavirus fatalities, finding that just three victims, or 0.8% of the total, had no previous pathology. Almost half of the victims suffered from at least three prior illnesses and about a fourth had either one or two previous conditions.

More than 75% had high blood pressure, about 35% had diabetes and a third suffered from heart disease.”

The analysis does not state that the deaths occurred due to hypertension, diabetes or heart disease. Neither does it mention that the deaths occurred due to other illnesses. The report only analysed 18% of Italian COVID-19 deaths and whether the victims had pre-existing illnesses.

Joshi has given misleading information by misinterpreting the facts in the Bloomberg report.

Third claim:

“Its [PCR test kit’s] inventor was Kary B Mullis. He received the Nobel Prize for inventing this test kit 27 years ago. Since that time, WHO hasn’t recognized this kit for diagnostic purposes. Nobody used the kit for the past 27 years but it is being used now.”The first part of his claim is true. American biochemist Kary B Mullis was awarded the Nobel Prize for Chemistry in 1993 for inventing polymerase chain reaction (PCR) method.But the second part of his claim is false. A report published by WHO on April 29, 2003 states, “WHO encourages each country to designate a reference laboratory for investigation and/ or referral of specimens from possible SARS patients. Laboratories performing SARS-specific PCR tests should adopt strict criteria.”Similarly, WHO established a WHO working group on PCR protocols for detecting subtype influenza A viruses in 2007 to serve as an expert technical group to provide guidance to WHO on the use of PCR in the context of the WHO Global Influenza Surveillance and Response System (GISRS).As the PCR method is used for many other purposes Joshi’s claim is inaccurate.Fourth claim:“When reports of the emergence of the coronavirus in Wuhan came on December 31, the WHO said there was no reason to panic. But after 6-7 days, on January 8, the WHO held a meeting and said the virus is very aggressive and it’s a pandemic.”A disease outbreak news update published by the WHO on January 12, 2020, stated that the coronavirus was only seen in Wuhan and detailed investigations were ongoing.On January 13, 2020, officials confirmed a case of COVID-19 in Thailand, the first recorded case outside of China.It is only on March 11, 2020, that the WHO declared COVID-19 as the pandemic.Based on the facts above, Joshi’s claim is false.Fifth claim:“Nine years ago today, in 2011, the European Union declared that the WHO was a robber organization.”South Asia Check could not find any such report on the internet. The media would have reported if such a serious accusation had been made by the European Union.But there are other reports and news items that provide the basis for dismissing Joshi’s claim.In 2011, the WHO, the EU, and other European countries had jointly published a report entitled “Migration and Health in the European Union” and the report has no mention of such an accusation.Similarly, in the report titled “Everything you always wanted to know about the European Union health policies but were afraid to ask” published in 2014, we found no mention of such an accusation.In addition, in September 2012, the “Health 2020: the European policy for health and well-being” framework signed by the European Union’s 53 member states also has no mention of such an accusation.In The New York Times and Science Magazine, some committees and experts have published critical views of the WHO’s response to the swine flu pandemic but these also do not contain the accusation claimed by Joshi.So, this claim is also false.Sixth claim:“It is meaningless to say that wearing a mask protects you. Mask does not protect people.”These figures also confirm that Joshi’s claim is false.

",1
868,Fake news during Covid-19 crisis may lead kids to trauma. Here’s what psychologists have to say,online khabar,"Shivam Raj Bhandari, eight, is constantly exposed to social media mainly Facebook and YouTube. Recently, he came across one of the viral posts on Facebook that suggested that the novel coronavirus would not affect Nepalis as their immunity power was believed to be the strongest. The post influenced him and he became careless about following the preventive measures against the infection.Fortunately, he has a habit of discussing whatever he sees on social media and he asked his mother, “Is this true, mummy? As we are Nepalis, will we really not get infected by the virus? Can I go out and play with my friends now?  Will it be fine if I don’t frequently wash my hands or sanitise them?”Listening to all these, his mother clarified, “That is not true, my son. We have to follow all the preventive measures like staying at home, not touching our faces, frequently sanitising our hands and washing them with soaps to avoid contracting the Covid-19.” As an obedient son, he listened, understood and has been following this accordingly.Psychologists working with the children’s issue observe that there are many cases like Bhandari’s. However, all the children will not have ‘clarifying’ moms like him. Hence, with easy access to the information spread all over the internet, the children, not matured enough to judge what is right and wrong, are more vulnerable to physical and psychological issues during such trying times, they claim, adding the children need proper care during such period.What are the probable problems?Psychologist Basu Acharya fears that many children in Nepal are likely to experience the same kind of trauma now as they did after the 2015 earthquake.Children can be traumatised with misinformation circulating in and around the virtual as well as the real world, he explains, adding because the information may arouse them the fear of death, of themselves, their parents or the loved ones. It may haunt their psyche completely and give birth to psychological problems like post-traumatic stress disorder (PTSD), obsessive-compulsive disorder (OCD), and other phobias.In this case, imagines Acharya, children may develop separation anxiety disorder—the fear of separation from home and/or from people whom they are strongly emotionally attached with (parents, caregiver, siblings or other significant people), generalised anxiety disorder (GAD), panic attacks and disorder, addiction of mobile phone leading to adjustment disorder, as well as mood swings.As of now, Acharya says, however, he has not encountered such cases in children due to the havoc created by Covid-19 pandemic and its (mis)information flow.Corroborating Acharya, Sajeena Dhungana, who also works with children as a psychotherapist and counselor, asserts that the current situation, in particular the prevalence of misinformation about the infection and its impact, may lead the children to anxiety, panic attacks, and depressive symptoms. “They may express it through their restlessness, tantrums, nagging, fighting, shouting back and also crying. They may not let anyone go out of the home or make a huge fuss about it.”“They might isolate themselves unnecessarily and also do a lot of hand washing. They might wear masks and use sanitisers even when it is not necessary. Some children ask their parents for updates every time. They will show different behaviours according to their age and their understanding of the news.”Also, she clarifies that it takes a lot of time to become a mental problem, but parents or guardians have to be careful about such behaviours of their children.Who can solve them?Both Acharya and Dhungana believe that mainly parents, guardians, elder siblings, primary caregivers, grandparents, and other family members can be members of the children’s first and foremost support system in preventing them from being traumatised and fearful from the misinformation catered about this new disease.Acharya also states that the role of experts, media and government is also equally essential for making children aware of this pandemic with the right information and effective policies. One of the preventive steps Dhungana suggests is to keep the children away from the constant news updates to lessen the effect.Her next recommendation is to utilise the time at hand and engage them in age-appropriate activities and teach them some necessary household chores like cleaning, cooking, and working around the house. At the same time, she suggests, parents can teach children some life skills like creative and critical thinking, as well as arts and crafts. There are lots of do-it-yourself tools that can be experimented with. Books, painting, and drawings are helpful.Dhungana points out, “It is very crucial for the parents to check their mental well-being. If the parents consume with so many news and updates, it will directly affect the children. But saying, ‘I can beat coronavirus and it’s not going to touch us’ is stupid. The parents should focus on informing and involving children in precautionary measures without overwhelming them.”“Instead of pressurising or threatening them to follow preventive measures, the parents should come up with creative strategies, in which children willingly and happily engage and adopt the preventive measures,” Acharya recommends.To prevent their addiction to mobile phones during lockdown and self-isolation, they recommend that the parents should design and involve children in mindful and alternative entertaining indoor games, focusing more on flourishing their hobbies and talents.What are the remedies?Acharya suggests that trusting credible news media and filtering news for truthful information about the disease and avoiding unnecessary discussions, especially misinformation or false claims or myths about the Covid-19, can be very beneficial.Similarly, Dhungana advises that talking about the virus with the right information could be one thing and also asking what they know about the virus and what preventive measures are could be another. “It’s necessary to supervise them while they are watching TV, reading newspapers and scrolling other social media platforms as they might be absorbing the hyped and fake news. So, the family first needs to follow the right media to get the information and impart their knowledge to their kids.Simultaneously, they add, it is very important to use age-appropriate language while giving them honest and detailed answers about their queries about this viral disease. It will be more effective if these answers are coming either from experts or someone in the family whom a child trusts the most.Dhungana proposes, “If the child is found exposed to the misleading information about coronavirus, it is very essential to find out the sources of the message, and correct the information in front of them. Unnecessary exposure to news and media has to be stopped immediately not only for children but for everyone.”During other vacations, children enjoy going to the zoo, fun parks, swimming, cinema halls, and other entertainment spots. But as of now, everything has been shut down. How can children accommodate these circumstances? How can parents make appropriate use of this time especially when both parents and children are locked within their house?In response, Dhungana believes that this is the time when parents really need to be both parents and teachers. She asserts, “Talking and explaining what is social distancing, self-isolation, and quarantine should be the most important thing they should do in a way that they would not feel pressured. Also, this decreases their demand to have their dream vacation or a day-out.”Both of them suggest that parents should be creative and provide healthy, creative, engaging indoor games for children instead of TV and YouTube all the time. There are a lot of audio and visual learning materials online that are easily accessible; that can help.Even then doing all the things might not be enough for some. In that case, they need to find a professional who would guide them to help them in settling the children. Sometimes it’s difficult for the parents to talk about death and loss, at that time, reaching out to a professional is necessary.



",1
869,COVID-19: What’s circulating on social media and what are the facts,online khabar,"Nepal government has introduced emergency measures such as closures of schools and colleges, imposed a ban on a gathering of over 25 people and arrival restrictions for passengers from Europe, the Middle East, Gulf countries, Malaysia, Turkey, South Korea, and Japan to prevent the possible spread of COVID-19. Misinformation and false claims about the pandemic, however, continue to spread especially through social media. We have examined several such claims being circulated among the users of social media in Nepal.Does gargling with warm water with salt or vinegar cure COVID-19?A meme circulating on Facebook and other social media platforms claim that gargling with warm water mixed with salt or vinegar can eliminate COVID-19. It claims that after the virus reaches the throat, it remains there for four days and causes coughing and throat pain.While Nepalis have traditionally used the solution as a domestic remedy for throat pain and coughing, there’s no evidence that it cures coronavirus. According to the US-based Centers for Disease Control and Prevention, gargling with warmed water mixed with salt/vinegar helps soothe a sore throat, but there’s no proof that it eliminates coronavirus.Does rinsing your nose with saline water help prevent COVID-19?It’s a misleading claim. It’s true that it can help people recover from the common cold, but it’s not a cure for the coronavirus. Debunking the myth, the World Health Organization (WHO) has said: “There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.”Can COVID-19 coronavirus survive on the surface of iron for 12 hours? A YouTube channel called Official Khabar posted a video claiming that coronavirus can survive for 12 hours on the surface of the iron. Though other tips the video has offered appeared to be accurate, this one is misleading.According to a research paper authored by scientists from the National Institute of Health and published in New England Journal of Medicine, the virus could be detected in aerosols and on surfaces ranging from a few hours to several days.  “We found that viable virus could be detected in aerosols up to 3 hours post aerosolization, up to 4 hours on copper, up to 24 hours on cardboard and up to 2-3 days on plastic and stainless steel,” the report said.Will warm temperature help reduce the spread of the coronavirus?With the end of winter, the temperature is rising across Nepal. Claims that the rise of temperature above 30 degrees Celsius would help reduce the virus are being circulated on social media.But this claim is unsubstantiated. “Because the impact of influenza reduces with the onset of summer, many people seem to believe that it will help reduce the novel coronavirus from spreading during summer. As its name suggests, this is a new virus and we don’t have any evidence to support such a conclusion,” Pushpa Mani Khanal, a medical doctor, told South Asia Check.What latest researches say about COVID-19?The latest scientific researches on coronavirus have pointed out that one-third of the infections of the disease were spread by people who did not demonstrate any symptoms. One research says that people infected with the disease may not show symptoms in the initial state. That’s why experts have recommended social distancing and maintaining a distance of six feet from other people.

",1
870,NCP lawmaker likens fake news about MCC to coronavirus,online khabar,"A lawmaker of the ruling Nepal Communist Party has expressed his concerns over the pieces of fake news that have been shared on social media about the Millennium Challenge Corporation grant agreement, stating they are as serious as the novel coronavirus infection that has terrorised the whole world of late.Speaking during a House of Representatives meeting on Wednesday afternoon, Gajendra Bahadur Mahat said the government should make the public clear about the right interpretation of the 2017 deal on time, warning the fake news would promote other serious problems otherwise. He demanded that the Federal Parliament also hold a discussion about the issue.“The MCC ‘virus’ (fake news) has reached the grassroots. Everything has been misinterpreted. Everything is negative,” he said, “It might be too late till we make a decision. It should not be ignored.”",1
871,International flights will be closed for three days,dristinews,"Kathmandu. International flights will be closed for three days targeting the local elections on April 12. The Election Commission has decided to send a letter to the Government of Nepal to stop all flights from the international border from 12 noon on Tuesday.The Election Commission has decided to close the air service to ensure that the local elections are held in a clean, free, fair, safe and fearless environment. It has also urged the government to shut down all internal transport services on polling day.Similarly, only as mentioned in Article 71 of the Local Level Election Directive, 2078 BS, the prohibition and sale of intoxicants will be allowed.The commission has also sent a letter to the Ministry of Home Affairs to allow the sale and distribution of intoxicants only in the designated areas from 12 noon on April 10 until the polling is completed.",1
872,The video of a teacher brutally beating a child is from Bajhang district of Nepal.,Mr. Mohan,Take immediate action against a teacher who brutally beats a child. The action of a teacher who has lost even his human senses is not only reprehensible but also benevolent.,1
873,Man seen falling in a viral clip is indeed Maoist chief Dahal,SOUTH ASIA CHECK,"A viral video clip taken from behind shows a group of people descending a mountain trail. One of them slips and falls and others try to help him. Social media users on TikTok, Twitter and Facebook have claimed that the man is Pushpa Kamal Dahal ‘Prachanda’, the chairman of the Communist Party of Nepal (Maoist Centre). The video clip also shows a helicopter waiting for the people.On December 29, a Twitter user named @Kiranjoshi235 posted the video clip with this caption: “Prachanda has slipped. Please share your few words.” As of December 31, the post has been retweeted 35 times and quote tweeted 24 times. Another Twitter user named @329shankar also shared the post. The viral video clip was shared by TikTok user @tembagrg1 on December 28. This post has received more than 15,000 responses and has been viewed more than 300,000 times.",1
